gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
MYBPC2,3591,176,0.014493,0.00019885,0.8952,0.7223,,,,,,,139,0
MYBPC3,3825,392,0.006803,0.00026709,0.8272,0.8231,0.1,0.00113637,1.1492,0.0285,0.093197,0.00086928,148,11
MYBPH,1509,971,0.0,0.0,1.1081,0.361,0.030303,0.00027851,0.7886,0.4355,0.030303,0.00027851,56,34
MYBPHL,1245,722,0.022727,8.804e-05,1.0774,0.8224,0.086957,0.00087849,0.9986,0.74,0.06423,0.00079045,45,24
MYC,1365,2356,0.020408,0.00010044,0.6945,0.1632,0.0,0.0,0.7422,-0.3518,-0.020408,-0.00010044,50,90
MYCBP,384,1221,0.0,0.0,0.5199,-0.7754,0.023256,1.695e-05,1.099,1.5743,0.023256,1.695e-05,11,44
MYCBP2,14319,1040,0.0194,0.00022175,0.9132,0.5323,0.0,0.0,0.8346,-0.0327,-0.0194,-0.00022175,568,37
MYCBPAP,2874,229,0.009174,0.00013862,0.7357,0.6275,,,,,,,110,0
MYCL,1185,1973,0.02381,0.00068681,1.4466,2.5586,0.0,0.0,1.0759,0.8831,-0.02381,-0.00068681,43,74
MYCN,1395,1218,0.02,0.00072278,1.6254,4.0647,0.0,0.0,0.5087,-0.6753,-0.02,-0.00072278,51,44
MYCT1,708,2322,0.043478,0.00086723,0.9434,0.454,0.011494,0.00012886,1.214,1.949,-0.031984,-0.00073837,24,88
MYD88,927,1765,0.0,0.0,0.6063,-0.6374,0.015385,2.69e-05,0.6323,-0.3857,0.015385,2.69e-05,32,66
MYDGF,570,143,0.058824,0.00054276,0.6011,0.15,,,,,,,18,0
MYEF2,1803,8334,0.0,0.0,0.5417,-0.838,0.021341,0.00029122,0.9842,0.7421,0.021341,0.00029122,68,329
MYEOV,942,1345,0.03125,7.24e-05,0.5607,-1.0511,0.041667,0.00076443,1.0698,0.8164,0.010417,0.00069203,33,49
MYF5,768,772,0.0,0.0,0.5858,-0.7857,0.04,0.00123284,1.2328,1.1069,0.04,0.00123284,26,26
MYF6,729,600,0.0,0.0,0.8924,0.0507,0.0,0.0,0.5705,-0.5065,0.0,0.0,25,19
MYG1,1131,71,0.0,0.0,1.0967,0.5553,,,,,,,41,0
MYH1,5820,203,0.022026,0.00033588,0.9623,0.8281,,,,,,,228,0
MYH10,6024,1758,0.025532,0.0004007,0.9937,0.82,0.046154,0.00073771,0.8929,0.5799,0.020622,0.00033701,236,66
MYH11,5967,172,0.017167,0.00016841,1.0394,0.6052,,,,,,,234,0
MYH13,5817,177,0.026432,0.0004867,1.0775,0.9233,,,,,,,228,0
MYH14,6111,803,0.020921,0.00021566,1.3229,2.0366,0.0,0.0,0.8134,-0.4346,-0.020921,-0.00021566,240,28
MYH15,5781,1243,0.030973,0.00047747,1.1183,1.3024,0.0,0.0,0.6396,-0.3488,-0.030973,-0.00047747,227,45
MYH16,3345,653,0.023438,5.557e-05,0.9132,0.4008,0.0,0.0,0.5435,-0.1658,-0.023438,-5.557e-05,129,22
MYH2,5832,212,0.04386,0.00059623,1.0655,1.115,,,,,,,229,0
MYH3,5823,209,0.017621,0.00022455,0.9429,0.8482,,,,,,,228,0
MYH4,5820,196,0.026432,0.00023308,0.9232,0.4784,,,,,,,228,0
MYH6,5853,510,0.021834,0.00030413,1.0712,0.9078,0.0,0.0,0.3566,-1.136,-0.021834,-0.00030413,230,16
MYH7,5853,221,0.017467,0.00030963,1.1173,0.9475,,,,,,,230,0
MYH7B,5826,725,0.017621,0.00043576,1.5554,3.9937,0.043478,0.00011683,1.7275,3.7544,0.025857,-0.00031893,228,24
MYH8,5814,227,0.013216,0.00018458,1.0514,0.7858,,,,,,,228,0
MYH9,5946,1590,0.021552,0.00017445,1.0992,0.5813,0.0,0.0,0.831,0.6088,-0.021552,-0.00017445,233,59
MYL1,585,464,0.0,0.0,1.0517,0.7116,0.0,0.0,1.2504,1.0259,0.0,0.0,19,14
MYL10,681,323,0.0,0.0,-0.0427,-1.2238,0.0,0.0,0.7843,-1.1889,0.0,0.0,23,8
MYL11,600,4,0.0,0.0,0.7331,-0.489,,,,,,,19,0
MYL12A,534,365,0.0,0.0,0.932,0.6855,0.111111,0.00080476,0.3777,-0.1212,0.111111,0.00080476,17,10
MYL12B,519,533,0.0,0.0,0.9354,-0.1582,0.125,0.00153655,0.8515,-0.7892,0.125,0.00153655,16,17
MYL2,501,1333,0.0,0.0,0.7677,-0.516,0.020833,0.0002558,1.057,0.681,0.020833,0.0002558,15,49
MYL3,720,296,0.0,0.0,0.5521,-0.1501,0.0,0.0,0.1907,-1.5089,0.0,0.0,24,7
MYL4,648,203,0.05,3.867e-05,1.0484,0.1127,,,,,,,21,0
MYL5,522,418,0.0,0.0,0.9028,0.5934,0.0,0.0,1.1988,0.4332,0.0,0.0,16,12
MYL6,717,504,0.0,0.0,0.4521,-1.0296,0.133333,0.00230178,0.6333,-0.3605,0.133333,0.00230178,24,16
MYL6B,654,109,0.047619,0.00020456,1.0769,-0.2633,,,,,,,22,0
MYL7,705,82,0.0,0.0,0.3082,-1.0237,,,,,,,24,0
MYL9,543,637,0.0,0.0,0.001,-0.7813,0.05,0.00110079,2.0301,3.9401,0.05,0.00110079,17,21
MYLIP,1338,1734,0.020833,0.00060453,1.8242,5.2185,0.03125,0.0001572,1.1902,0.4731,0.010417,-0.00044733,49,65
MYLK,5775,181,0.017778,0.00027043,1.2509,2.0306,,,,,,,226,0
MYLK2,1791,1165,0.015152,0.0005828,1.2226,2.4613,0.02439,0.00018658,0.8718,-0.056,0.009238,-0.00039622,67,42
MYLK3,2463,1561,0.021505,0.00010324,1.4241,3.4576,0.017544,0.00015523,0.8112,0.0571,-0.003961,5.199e-05,94,58
MYLK4,1335,4328,0.020833,0.00043699,1.2057,1.4341,0.017857,0.00045295,1.5292,2.8329,-0.002976,1.596e-05,49,169
MYMK,666,165,0.0,0.0,0.4672,-0.2694,,,,,,,22,0
MYMX,255,573,0.0,0.0,1.0896,-0.3549,0.058824,0.00099733,1.7235,2.5321,0.058824,0.00099733,6,18
MYNN,1833,3136,0.0,0.0,0.6581,-0.6187,0.025,0.00034293,1.3381,2.2661,0.025,0.00034293,69,121
MYO10,6210,5246,0.00823,0.00016116,0.979,0.9481,0.014706,0.00016993,0.9263,0.5646,0.006476,8.77e-06,244,205
MYO15A,10593,1218,0.016746,0.00021257,0.9975,0.8298,0.0,0.0,0.7083,-0.0754,-0.016746,-0.00021257,419,44
MYO15B,9291,623,0.021858,0.00031099,0.9453,0.6304,0.0,0.0,1.031,0.5334,-0.021858,-0.00031099,367,20
MYO16,5643,1403,0.018182,0.00043882,1.2794,3.0174,0.0,0.0,0.2986,-0.8774,-0.018182,-0.00043882,221,52
MYO18A,6186,1419,0.012397,0.00019094,1.0819,1.4524,0.0,0.0,0.7739,-0.2195,-0.012397,-0.00019094,243,52
MYO18B,7707,383,0.013201,0.00019004,1.0843,1.1941,0.0,0.0,0.8503,0.3388,-0.013201,-0.00019004,304,11
MYO19,3030,1584,0.017241,0.00015062,0.8701,0.5565,0.034483,0.00065426,1.2981,1.8405,0.017242,0.00050364,117,59
MYO1A,3264,481,0.008,5.794e-05,0.7524,-0.1312,0.0,0.0,1.2451,1.2676,-0.008,-5.794e-05,126,15
MYO1B,3411,1658,0.015267,3.782e-05,1.0329,0.7373,0.016393,0.000664,1.1619,1.4369,0.001126,0.00062618,132,62
MYO1C,3192,1739,0.0,0.0,0.629,-0.3301,0.0,0.0,0.7714,-0.2325,0.0,0.0,123,65
MYO1D,3078,2436,0.008475,0.00012353,1.304,1.8135,0.01087,0.00027078,0.8202,0.9558,0.002395,0.00014725,119,93
MYO1E,3360,1371,0.0,0.0,0.7306,-0.203,0.0,0.0,0.6276,-0.4231,0.0,0.0,130,50
MYO1F,3369,320,0.007752,4.409e-05,1.0813,0.6702,0.0,0.0,0.6017,-0.5382,-0.007752,-4.409e-05,130,8
MYO1G,3075,130,0.008547,0.00014223,1.2096,2.6343,,,,,,,118,0
MYO1H,3117,1258,0.0,0.0,0.9268,0.6542,0.022222,9.7e-06,0.8272,-0.4473,0.022222,9.7e-06,120,46
MYO3A,4851,773,0.015957,0.00025286,1.1751,1.5203,0.0,0.0,0.7266,-0.5078,-0.015957,-0.00025286,189,26
MYO3B,4026,2187,0.012903,0.00014571,1.0163,0.9854,0.04878,0.00047302,0.9442,0.6127,0.035877,0.00032731,156,83
MYO5A,5643,6487,0.013636,0.00034393,1.2356,2.0691,0.015748,0.00014436,0.8355,0.3821,0.002112,-0.00019957,221,255
MYO5B,5547,4036,0.018519,0.00033202,1.0305,0.9555,0.0,0.0,0.8331,0.0069,-0.018519,-0.00033202,217,157
MYO5C,5229,1748,0.014706,0.00018893,0.8492,0.3903,0.046875,0.00061675,0.8457,0.0647,0.032169,0.00042782,205,65
MYO6,3885,4757,0.006667,0.0001386,0.8816,0.263,0.010811,0.00017988,1.1894,1.5923,0.004144,4.128e-05,151,186
MYO7A,6654,831,0.015326,0.00011542,0.8946,0.3378,0.035714,0.00032259,0.6737,-0.0139,0.020388,0.00020717,262,29
MYO7B,6429,481,0.02381,0.00026796,1.2652,1.7267,0.0,0.0,0.7435,-0.8411,-0.02381,-0.00026796,253,15
MYO9A,7779,797,0.019608,0.0002277,1.014,0.8584,0.038462,0.00051183,1.3302,1.4341,0.018854,0.00028413,307,27
MYO9B,6474,1121,0.003953,0.00025192,1.3524,3.5329,0.0,0.0,0.6963,-0.0131,-0.003953,-0.00025192,254,40
MYOC,1620,581,0.016949,0.00120375,2.1245,7.4006,0.0,0.0,0.9255,-0.3142,-0.016949,-0.00120375,60,19
MYOCD,2961,5604,0.026549,0.00043499,1.2,1.6718,0.018265,0.0004938,2.1097,9.3409,-0.008284,5.881e-05,114,220
MYOCOS,324,240,0.0,0.0,1.1475,0.5113,,,,,,,8,0
MYOD1,963,840,0.030303,2.344e-05,0.879,-0.2331,0.035714,0.00051563,0.7406,0.0474,0.005411,0.00049219,34,29
MYOF,6315,632,0.02834,0.00021951,0.9625,0.2396,0.0,0.0,0.528,-1.0066,-0.02834,-0.00021951,248,21
MYOG,759,831,0.0,0.0,1.3914,1.8854,0.0,0.0,0.6947,0.0685,0.0,0.0,26,29
MYOM1,5058,649,0.020305,0.00026228,1.1434,1.3963,0.0,0.0,0.6084,-1.1138,-0.020305,-0.00026228,198,21
MYOM2,4491,613,0.005747,1.032e-05,0.9001,0.4482,0.0,0.0,0.8603,0.9575,-0.005747,-1.032e-05,175,20
MYOM3,4374,1490,0.017751,0.00012573,0.9138,0.323,0.055556,0.00069299,1.1632,1.3524,0.037805,0.00056726,170,55
MYORG,2145,4302,0.0,0.0,0.7671,-0.3095,0.012048,4.776e-05,0.9129,0.3336,0.012048,4.776e-05,81,167
MYOT,1497,771,0.0,0.0,0.6912,-0.4202,0.04,0.00098302,2.0201,4.2095,0.04,0.00098302,55,26
MYOZ1,900,400,0.0,0.0,1.3809,2.365,0.1,0.0003467,0.313,-1.1698,0.1,0.0003467,31,11
MYOZ2,888,205,0.0,0.0,-0.0167,-0.6625,,,,,,,31,0
MYOZ3,756,2689,0.04,0.00027248,1.2231,1.2754,0.039216,0.00055782,1.1591,0.9706,-0.000784,0.00028534,26,103
MYPN,4017,1563,0.025806,0.0001898,0.7429,-0.2427,0.0,0.0,0.805,-0.0807,-0.025806,-0.0001898,156,58
MYPOP,1200,696,0.0,0.0,1.0137,0.9837,0.045455,0.00067709,0.8082,0.5181,0.045455,0.00067709,43,23
MYRF,3459,2461,0.007519,2.467e-05,0.9333,0.3409,0.0,0.0,0.9071,0.0849,-0.007519,-2.467e-05,134,94
MYRFL,2733,857,0.009615,0.00010095,0.796,0.3715,0.034483,0.00038659,0.9795,0.2166,0.024868,0.00028564,105,30
MYRIP,2580,98,0.0,0.0,0.9461,0.2148,,,,,,,99,0
MYSM1,2487,5264,0.021277,0.00053404,0.9488,1.1306,0.009756,9.856e-05,0.6963,-0.1216,-0.011521,-0.00043548,95,206
MYT1,3450,2708,0.05303,0.00113799,1.2553,1.915,0.019417,0.00020485,0.9228,0.2828,-0.033613,-0.00093314,133,104
MYT1L,3624,3645,0.035971,0.00028579,0.7351,-0.3866,0.014286,0.00023574,1.0529,1.2906,-0.021685,-5.005e-05,140,141
MYZAP,1572,963,0.0,0.0,0.4829,-0.5944,0.030303,0.00049067,0.8883,-0.1096,0.030303,0.00049067,58,34
MZB1,570,355,0.0,0.0,0.4053,-1.268,0.0,0.0,0.2812,-1.0303,0.0,0.0,18,10
MZF1,2250,458,0.02381,0.00022606,0.945,0.3755,0.0,0.0,-0.1287,-1.1269,-0.02381,-0.00022606,85,14
MZT2A,657,122,0.047619,0.00025145,0.7155,-0.7816,,,,,,,22,0
MZT2B,657,112,0.0,0.0,1.4831,1.7872,,,,,,,22,0
N4BP1,2814,615,0.0,0.0,1.0718,0.7364,0.0,0.0,0.5665,-0.7837,0.0,0.0,108,20
N4BP2,5313,4407,0.024155,0.00023154,0.989,0.959,0.011696,0.00026398,1.0331,1.0412,-0.012459,3.244e-05,208,172
N4BP2L1,732,2267,0.0,0.0,0.2537,-1.4201,0.011765,0.00051316,1.2032,1.8818,0.011765,0.00051316,25,86
N4BP2L2,2758,115,0.0,0.0,0.8254,-0.0599,,,,,,,106,0
N4BP3,1635,4350,0.0,0.0,0.8022,-0.3821,0.017857,0.00021859,1.3108,2.4642,0.017857,0.00021859,61,169
NAA10,753,215,0.08,0.00105309,1.3301,1.7373,,,,,,,26,0
NAA11,690,1341,0.0,0.0,0.4228,-0.8964,0.020833,0.00035381,0.5993,-0.2768,0.020833,0.00035381,23,49
NAA15,2601,3573,0.010204,8.203e-05,0.7567,0.2078,0.014599,7.909e-05,0.7154,-0.1307,0.004395,-2.94e-06,99,138
NAA16,2595,1690,0.061224,0.0012098,1.1936,1.5748,0.048387,0.00079552,0.7567,0.5302,-0.012837,-0.00041428,99,63
NAA20,537,503,0.0,0.0,0.6546,-0.9679,0.066667,0.00269673,1.8154,3.4883,0.066667,0.00269673,17,16
NAA25,2919,2852,0.036036,0.00029844,1.2529,1.5364,0.0,0.0,1.0238,0.0852,-0.036036,-0.00029844,112,109
NAA30,1131,3433,0.0,0.0,0.3382,-0.8307,0.022727,0.00033422,1.1688,0.9426,0.022727,0.00033422,41,133
NAA35,2178,3635,0.012195,0.0002988,0.933,1.016,0.021429,0.0004319,1.04,0.7198,0.009234,0.0001331,83,141
NAA38,522,477,0.0,0.0,0.6832,-0.3042,0.0,0.0,1.2423,-0.3415,0.0,0.0,16,14
NAA40,978,2408,0.088235,0.00060659,1.3842,1.3306,0.021978,0.0002394,0.7809,0.6037,-0.066257,-0.00036719,35,92
NAA50,510,5602,0.0,0.0,-0.1672,-1.1832,0.022936,0.00038958,1.2068,1.2986,0.022936,0.00038958,16,219
NAA60,750,399,0.0,0.0,0.5114,-1.1986,0.0,0.0,0.8983,-0.2021,0.0,0.0,25,11
NAA80,927,403,0.032258,0.00036165,0.9245,-0.2005,0.0,0.0,0.7539,-0.6652,-0.032258,-0.00036165,32,12
NAAA,1107,771,0.025641,2.56e-06,1.4844,2.0741,0.04,0.00029903,1.3184,1.7676,0.014359,0.00029647,40,26
NAALAD2,2223,1243,0.024096,0.00024717,0.7773,0.1976,0.022727,8.999e-05,0.9467,0.3306,-0.001369,-0.00015718,84,45
NAALADL1,2376,0,0.0,0.0,0.6743,-0.0903,,,,,,,90,0
NAALADL2,2388,7419,0.022222,0.00011806,0.96,0.0564,0.013746,0.00020353,0.8229,0.6825,-0.008476,8.547e-05,91,292
NAB1,1497,2738,0.0,0.0,0.4967,-0.9085,0.009615,3.982e-05,0.6448,-0.2235,0.009615,3.982e-05,55,105
NAB2,1578,913,0.017241,3.193e-05,1.2181,1.7173,0.129032,0.00489505,1.3641,1.0085,0.111791,0.00486312,59,32
NABP1,615,1654,0.052632,0.00236533,1.7371,2.9531,0.0,0.0,0.4421,-0.0094,-0.052632,-0.00236533,20,62
NABP2,636,764,0.05,3.645e-05,0.7634,0.3353,0.0,0.0,0.9375,0.7751,-0.05,-3.645e-05,21,26
NACA,6237,150,0.020492,0.00027194,1.1188,0.9822,,,,,,,245,0
NACA2,648,151,0.0,0.0,0.7498,-0.3606,,,,,,,21,0
NACAD,4689,147,0.016484,0.00016797,0.8544,0.6812,,,,,,,183,0
NACC1,1584,2940,0.0,0.0,0.7601,0.071,0.026786,0.00024312,1.0387,1.056,0.026786,0.00024312,59,113
NACC2,1764,5038,0.0,0.0,1.2723,1.4509,0.02551,0.00033038,0.9228,0.7021,0.02551,0.00033038,66,197
NADK,1776,1877,0.015385,0.00028837,1.1261,1.7651,0.014493,0.00010497,0.8567,-0.0308,-0.000892,-0.0001834,66,70
NADK2,1434,972,0.0,0.0,0.8206,-0.1828,0.030303,0.00132846,2.4518,8.1109,0.030303,0.00132846,53,34
NADSYN1,2274,292,0.011765,7.743e-05,0.9372,0.3279,0.0,0.0,0.8071,-1.2108,-0.011765,-7.743e-05,86,7
NAE1,1638,191,0.05,0.00064985,1.0366,0.4593,,,,,,,61,0
NAF1,1485,391,0.037037,0.00092896,1.6669,4.5499,0.0,0.0,0.227,-1.4264,-0.037037,-0.00092896,55,11
NAGA,1341,1002,0.0,0.0,0.8782,-0.1942,0.0,0.0,0.5368,-0.6682,0.0,0.0,49,35
NAGK,1173,628,0.0,0.0,0.6991,-0.6669,0.0,0.0,0.4993,-0.5971,0.0,0.0,42,21
NAGLU,2310,238,0.022989,0.0007503,1.5348,3.3349,,,,,,,88,0
NAGPA,1650,614,0.016667,0.00012071,0.762,-0.0734,0.0,0.0,0.2056,-1.3784,-0.016667,-0.00012071,61,20
NAGS,1620,2431,0.016949,0.00015046,1.1185,1.9935,0.01087,0.00014831,1.3489,1.9952,-0.006079,-2.15e-06,60,93
NAIF1,984,2414,0.029412,0.00157637,2.053,5.0638,0.021978,0.00026222,1.1098,1.2873,-0.007434,-0.00131415,35,92
NAIP,4212,1912,0.01227,6.988e-05,0.6442,0.0551,0.014085,0.00012945,1.0542,0.8573,0.001815,5.957e-05,164,72
NALCN,5304,1654,0.024155,0.00034103,1.0711,1.1097,0.016393,0.00069778,1.6312,4.2201,-0.007762,0.00035675,208,62
NALF1,1377,7887,0.020408,0.00053114,1.1522,1.1801,0.03871,0.00058947,1.0441,0.7545,0.018302,5.833e-05,50,311
NALF2,1419,3509,0.0,0.0,0.5903,-0.6104,0.014815,0.00025125,0.9535,0.8235,0.014815,0.00025125,52,136
NAMPT,1533,795,0.0,0.0,0.4438,-0.4128,0.038462,0.0001204,0.7262,0.1751,0.038462,0.0001204,57,27
NANOG,918,4264,0.096774,0.00052088,1.0636,0.1478,0.018182,0.00038934,1.1506,0.9342,-0.078592,-0.00013154,32,166
NANOGNB,567,340,0.117647,0.0054304,1.4732,1.9689,0.0,0.0,0.3479,-1.3159,-0.117647,-0.0054304,18,9
NANOGP8,918,968,0.032258,0.00037139,0.9493,0.8487,0.060606,0.00100132,1.2758,0.8828,0.028348,0.00062993,32,34
NANOS1,879,3138,0.0,0.0,0.8834,0.6803,0.016667,0.00035653,0.9648,0.7643,0.016667,0.00035653,31,121
NANOS2,417,1148,0.0,0.0,0.5044,-0.6206,0.025,0.00012064,0.7237,-0.1616,0.025,0.00012064,12,41
NANOS3,579,369,0.0,0.0,0.8831,-0.3697,0.0,0.0,0.7295,-0.3553,0.0,0.0,19,10
NANP,747,3056,0.0,0.0,1.7258,2.9023,0.025641,0.00031721,1.0859,0.8937,0.025641,0.00031721,25,118
NANS,1134,143,0.05,0.00097127,1.7528,3.686,,,,,,,41,0
NAP1L1,1176,11983,0.02439,0.00114165,1.812,4.1814,0.037975,0.00056723,1.3151,1.5233,0.013585,-0.00057442,42,475
NAP1L2,1383,1170,0.02,1.055e-05,0.8684,-0.1318,0.02439,0.00041116,1.1486,0.5702,0.00439,0.00040061,51,42
NAP1L3,1521,1128,0.090909,0.00227484,1.534,2.4775,0.025,0.00013408,1.3063,3.0832,-0.065909,-0.00214076,56,41
NAP1L4,1275,1322,0.0,0.0,0.6232,-0.5868,0.0,0.0,0.7443,-0.3146,0.0,0.0,46,48
NAP1L5,549,1368,0.0,0.0,0.6306,-0.8506,0.0,0.0,0.6986,-0.7249,0.0,0.0,17,50
NAPA,888,774,0.0,0.0,0.2895,-1.0382,0.04,0.00066565,1.5268,2.7708,0.04,0.00066565,31,26
NAPB,909,2974,0.032258,0.0012615,1.157,1.3566,0.017699,0.00019546,1.2597,1.5801,-0.014559,-0.00106604,32,114
NAPEPLD,1182,640,0.0,0.0,0.9633,-0.069,0.0,0.0,0.4118,-0.6524,0.0,0.0,43,21
NAPG,984,2623,0.0,0.0,1.0862,0.5751,0.020202,0.000104,0.677,-0.236,0.020202,0.000104,35,100
NAPRT,1753,21,0.0,0.0,0.8764,0.0342,,,,,,,66,0
NAPSA,1275,94,0.044444,0.00055951,1.1241,0.6765,,,,,,,46,0
NARF,1509,159,0.018182,0.00014971,1.2974,1.3309,,,,,,,56,0
NARS1,1707,1107,0.095238,0.00077802,1.1197,0.4858,0.0,0.0,0.2738,-1.2109,-0.095238,-0.00077802,64,40
NARS2,1530,638,0.017857,0.00052258,1.6887,3.4621,0.0,0.0,-0.4776,-0.8682,-0.017857,-0.00052258,57,21
NASP,2472,214,0.043011,0.00061526,1.1315,0.6933,,,,,,,94,0
NAT1,1059,843,0.027027,1.148e-05,0.9792,0.8643,0.035714,0.00064997,1.0216,0.3645,0.008687,0.00063849,38,29
NAT10,3156,893,0.041322,0.00014686,0.8541,0.1378,0.0,0.0,0.4218,-0.9394,-0.041322,-0.00014686,122,31
NAT14,621,729,0.052632,0.00129209,1.4708,2.3144,0.0,0.0,0.6491,0.2422,-0.052632,-0.00129209,20,25
NAT16,1110,1839,0.0,0.0,1.3936,0.8574,0.029412,0.00098399,1.6431,3.5975,0.029412,0.00098399,40,69
NAT2,873,412,0.0,0.0,1.507,3.3648,0.0,0.0,0.3401,-1.4347,0.0,0.0,30,12
NAT8,684,401,0.0,0.0,0.9093,0.2658,0.0,0.0,0.6703,-0.7898,0.0,0.0,23,11
NAT8B,684,81,0.0,0.0,0.7662,0.1415,,,,,,,23,0
NAT8L,909,5147,0.064516,0.00026813,0.8247,-0.383,0.02,0.00057746,1.562,3.4954,-0.044516,0.00030933,32,201
NAT9,657,1247,0.047619,0.00169072,1.4578,2.1586,0.0,0.0,0.7937,-0.1129,-0.047619,-0.00169072,22,45
NATD1,342,4589,0.0,0.0,-0.7135,-0.3453,0.016854,0.00012398,0.8625,0.1155,0.016854,0.00012398,9,179
NAV1,6495,7396,0.007874,4.976e-05,0.8205,0.1241,0.017241,0.00012319,1.019,0.4892,0.009367,7.343e-05,255,291
NAV2,7467,415,0.010239,9.657e-05,0.936,0.5122,0.0,0.0,1.0446,0.2749,-0.010239,-9.657e-05,294,12
NAV3,7158,3061,0.014235,0.00012115,0.9454,0.5191,0.025641,0.00029559,0.941,0.3195,0.011406,0.00017444,282,118
NAXD,1173,1519,0.0,0.0,1.2527,1.086,0.018182,0.00024196,1.2528,1.2048,0.018182,0.00024196,42,56
NAXE,915,75,0.0,0.0,0.5966,0.0903,,,,,,,32,0
NBAS,7116,162,0.014337,0.00027708,1.0177,1.2692,,,,,,,280,0
NBEA,8904,2296,0.019943,0.00033039,1.1829,1.7817,0.0,0.0,0.4219,-0.9329,-0.019943,-0.00033039,352,87
NBEAL1,8172,8177,0.009346,0.00013753,0.8039,0.3266,0.021807,0.00034647,1.3605,2.5903,0.012461,0.00020894,322,322
NBEAL2,8265,577,0.030769,0.00060275,1.2384,1.7876,0.0,0.0,0.876,-0.5746,-0.030769,-0.00060275,326,18
NBL1,651,80,0.0,0.0,-0.097,-1.0695,,,,,,,21,0
NBN,2349,2060,0.0,0.0,0.493,-0.6104,0.025974,0.000318,1.1869,1.3752,0.025974,0.000318,89,78
NBPF1,5115,2671,0.035176,0.00045026,0.858,0.1726,0.0,0.0,0.681,-0.2321,-0.035176,-0.00045026,200,102
NBPF10,11388,1642,0.026667,0.00057659,1.1447,1.4678,0.016667,0.00078783,2.2682,8.0529,-0.01,0.00021124,451,61
NBPF11,2598,2032,0.040816,0.00058809,1.0233,0.5208,0.013158,0.00062197,1.6771,4.3644,-0.027658,3.388e-05,99,77
NBPF12,4374,3061,0.047337,0.00101036,1.3362,1.6375,0.017094,0.00015512,1.4895,3.1877,-0.030243,-0.00085524,170,118
NBPF14,8967,1812,0.025496,0.00053662,0.9815,0.8016,0.0,0.0,0.8049,0.1744,-0.025496,-0.00053662,354,68
NBPF15,2097,2074,0.025641,0.00045947,1.0315,0.6961,0.038961,0.00045796,1.1092,1.4331,0.01332,-1.51e-06,79,78
NBPF19,11532,2409,0.030702,0.0006674,1.2354,1.646,0.010989,0.00072679,1.9177,6.0659,-0.019713,5.939e-05,457,92
NBPF20,16941,1819,0.035714,0.00063661,1.2057,1.4617,0.014925,1.657e-05,1.1884,0.758,-0.020789,-0.00062004,673,68
NBPF26,5022,1869,0.041026,0.00087538,1.3635,1.8897,0.014493,0.00041162,1.097,1.089,-0.026533,-0.00046376,196,70
NBPF3,1902,1865,0.014286,0.00087862,2.1785,8.2018,0.043478,0.00033156,1.012,0.3736,0.029192,-0.00054706,71,70
NBPF4,2004,218,0.013333,7.151e-05,0.9182,0.5163,,,,,,,76,0
NBPF6,2004,1420,0.013333,7.151e-05,0.8997,0.5844,0.0,0.0,0.8822,0.006,-0.013333,-7.151e-05,76,52
NBPF8,2829,4427,0.018519,0.00024435,0.8158,-0.0439,0.017544,0.00020507,1.0476,0.6851,-0.000975,-3.928e-05,109,172
NBPF9,3336,4563,0.007812,0.00017767,0.8573,0.3654,0.016949,0.00016495,0.991,0.4493,0.009137,-1.272e-05,129,178
NBR1,2955,1491,0.00885,0.00043661,1.3911,3.6323,0.074074,0.0005827,1.2608,0.9565,0.065224,0.00014609,114,55
NCALD,585,730,0.0,0.0,0.2511,-0.9169,0.083333,0.00151996,1.0298,0.0997,0.083333,0.00151996,19,25
NCAM1,2655,338,0.0,0.0,0.7587,-0.1123,0.0,0.0,-0.9226,-0.5958,0.0,0.0,102,9
NCAM2,2514,5527,0.021053,0.00015599,1.4403,2.2356,0.032558,0.00069887,1.6351,3.3552,0.011505,0.00054288,96,216
NCAN,3966,2436,0.006536,7.02e-06,0.8587,0.0839,0.021739,0.00058826,0.9612,1.5873,0.015203,0.00058124,154,93
NCAPD2,4329,1355,0.017857,7.464e-05,0.841,0.2989,0.0,0.0,-0.015,-0.9111,-0.017857,-7.464e-05,169,50
NCAPD3,4497,2872,0.0,0.0,0.7274,-0.4043,0.009174,6.883e-05,0.767,0.216,0.009174,6.883e-05,175,110
NCAPG,3051,183,0.0,0.0,1.0614,0.5391,,,,,,,117,0
NCAPG2,3471,1782,0.022556,0.00042671,1.1066,0.9812,0.0,0.0,0.3901,-0.7991,-0.022556,-0.00042671,134,67
NCAPH,2226,3804,0.072289,0.00091272,1.37,1.5953,0.034014,0.00037395,1.0306,1.1022,-0.038275,-0.00053877,84,148
NCAPH2,1878,216,0.014286,0.00010385,0.9254,0.4171,,,,,,,71,0
NCBP1,2397,2227,0.022222,8.597e-05,0.9888,0.6115,0.012048,0.00022809,0.903,0.9648,-0.010174,0.00014212,91,84
NCBP2,471,1630,0.0,0.0,1.0478,-0.2496,0.0,0.0,0.5197,-0.2961,0.0,0.0,14,61
NCBP2AS2,300,570,0.0,0.0,0.4583,-1.4575,0.0,0.0,0.2727,-0.2901,0.0,0.0,7,18
